"Monsters, Inc.",Lee Unkrich
Toy Story 3,Lee Unkrich
For a Few Dollars More,Lee Van Cleef
"The Good, the Bad and the Ugly",Lee Van Cleef
The Handmaiden,Lee Yong-nyeo
Oldboy,Lee Young-hee
The Silence of the Lambs,Leib Lensky
Ford v Ferrari,Leif Carlgren
On the Waterfront,Leif Erickson
Joker,Leigh Gill
A Separation,Leila Hatami
Pirates of the Caribbean: The Curse of the Black Pearl,LeJon Stewart
The Dark Knight Rises,LeJon Stewart
Requiem for a Dream,Leland Gantt
Finding Nemo,Leland Grossman
All About Eve,Leland Harris
Saving Private Ryan,Leland Orser
Se7en,Leland Orser
Hotel Rwanda,Leleti Khumalo
Prisoners,Len Cariou
Spotlight,Len Cariou
North by Northwest,Len Hendry
Rear Window,Len Hendry
The Seventh Seal,Lena Bergman
Wild Strawberries,Lena Bergman
Inglourious Basterds,Lena Friedrich
Interstellar,Lena Georgas
The Seventh Seal,Lennart Lilja
The Grand Budapest Hotel,Lennart Meyer
The Seventh Seal,Lennart Tollén
Gone with the Wind,Lennie Bluett
Snatch,Lennie James
L.A. Confidential,Lennie Loftin
Logan,Lennie Loftin
Se7en,Lennie Loftin
Hotel Rwanda,Lennox Mathabathe
Forrest Gump,Lenny Herb
"Lock, Stock and Two Smoking Barrels",Lenny McLean
The Godfather,Lenny Montana
Dial M for Murder,Leo Britt
North by Northwest,Leo G. Carroll
Rebecca,Leo G. Carroll
Blade Runner,Leo Gorcey Jr.
Cinema Paradiso,Leo Gullotta
Toy Story 3,Leo Jergovic
Klaus,Leo Miller
Casablanca,Leo Mostovoy
The Best Years of Our Lives,Leo Penn
Inglourious Basterds,Leo Plank
Saving Private Ryan,Leo Stransky
Casablanca,Leo White
The Great Dictator,Leo White
The Sound of Music,Leoda Richards
Witness for the Prosecution,Leoda Richards
Casablanca,Leon Belasco
The Grapes of Wrath,Leon Brace
Batman Begins,Leon Delroy Williams
Catch Me If You Can,Léon Dussault-Gagné
The Passion of Joan of Arc,Léon Larive
Singin' in the Rain,Leon Lontoc
Dead Poets Society,Leon Pownall
The Big Lebowski,Leon Russom
Barry Lyndon,Leon Vitali
Gone with the Wind,Leona Roberts
The Sting,Leonard Barr
Rebecca,Leonard Carey
Taxi Driver,Leonard Harris
Gone Girl,Leonard Kelly-Young
Into the Wild,Leonard Knight
2001: A Space Odyssey,Leonard Rossiter
Barry Lyndon,Leonard Rossiter
Fight Club,Leonard Termo
The Great Dictator,Leonard Walker
Catch Me If You Can,Leonardo DiCaprio
Django Unchained,Leonardo DiCaprio
Inception,Leonardo DiCaprio
Shutter Island,Leonardo DiCaprio
The Departed,Leonardo DiCaprio
The Wolf of Wall Street,Leonardo DiCaprio
Wild Tales,Leonardo Sbaraglia
Casablanca,Leonid Kinskey
Schindler's List,Leopold Kozlowski
Schindler's List,Leopold Pfefferberg
Schindler's List,Leopold Rosner
Cinema Paradiso,Leopoldo Trieste
The Godfather Part II,Leopoldo Trieste
All About Eve,Leota Lorraine
Singin' in the Rain,Leota Lorraine
Groundhog Day,Les Podewell
North by Northwest,Les Tremayne
The Elephant Man,Lesley Dunlop
The Elephant Man,Lesley Scoble
Green Book,Leslie Castay
To Be or Not to Be,Leslie Denison
Terminator 2: Judgment Day,Leslie Hamilton Gearren
Gone with the Wind,Leslie Howard
The Help,Leslie Jordan
The Terminator,Leslie Morris
Hamilton,Leslie Odom Jr.
Harry Potter and the Deathly Hallows: Part 2,Leslie Phillips
Gone with the Wind,Lester Dorr
Mr. Smith Goes to Washington,Lester Dorr
The Best Years of Our Lives,Lester Dorr
Casablanca,Lester Sharpe
Avengers: Endgame,Letitia Wright
Avengers: Infinity War,Letitia Wright
Coco,Levi Nunez
It's a Wonderful Life,Lew Davis
Mr. Smith Goes to Washington,Lew Davis
The Great Dictator,Lew Davis
Citizen Kane,Lew Harvey
The Kid,Lew Parker
Inside Out,Lewis Black
Top Gun: Maverick,Lewis Pullman
Django Unchained,Lewis Smith
The Dark Knight Rises,Lex Daniel
Spider-Man: Across the Spider-Verse,Lex Lang
Spider-Man: Into the Spider-Verse,Lex Lang
Warrior,Lexi Cowan
Avengers: Endgame,Lexi Rabe
Se7en,Lexie Bigham
Gone Girl,Lexis Nutt
Rebecca,Leyland Hodgson
The Great Dictator,Leyland Hodgson
To Be or Not to Be,Leyland Hodgson
Platoon,Li Mai Thao
Platoon,Li Thi Van
The Shining,Lia Beldam
Avengers: Endgame,Lia Russo
Braveheart,Liam Carney
Interstellar,Liam Dickinson
Snatch,Liam Donaghy
Snatch,Liam McMahon
Batman Begins,Liam Neeson
Schindler's List,Liam Neeson
The Dark Knight Rises,Liam Neeson
In the Name of the Father,Liam O'Callaghan
Barry Lyndon,Liam Redmond
Ben-Hur,Liana Del Balzo
Bicycle Thieves,Lianella Carell
Requiem for a Dream,Lianna Pai
Good Will Hunting,Libby Geller
Spider-Man: Across the Spider-Verse,Libby Thomas Dickey
Coco,Libertad García Fonzi
Life Is Beautiful,Lidia Alfonsi
Schindler's List,Lidia Wyrobiec-Bank
Before Sunrise,Liese Lyon
Spider-Man: Into the Spider-Verse,Liev Schreiber
Spotlight,Liev Schreiber
Unforgiven,Liisa Repo-Martell
Django Unchained,Lil Chuuch
Finding Nemo,Lili Ishida
Coco,Liliana Barba Meinecke
The Secret in Their Eyes,Liliana Cuomo
Wild Tales,Liliana Weimer
The Kid,Lillian Crane
The Grapes of Wrath,Lillian Drew
Coco,Lillian Groag
Gone with the Wind,Lillian Kemble-Cooper
The Grapes of Wrath,Lillian Lawrence
Citizen Kane,Lillian Nicholson
Citizen Kane,Lillian O'Malley
Psycho,Lillian O'Malley
It's a Wonderful Life,Lillian Randolph
American Beauty,Lily Houtkin
Spider-Man: Into the Spider-Verse,Lily Tomlin
Catch Me If You Can,Lilyan Chauvin
The Handmaiden,Lim Han-bin
Pan's Labyrinth,Lina Mira
Raging Bull,Linda Artuso
The Exorcist,Linda Blair
Avengers: Endgame,Linda Cardellini
Green Book,Linda Cardellini
Apocalypse Now,Linda Carpenter
Scarface,Linda Gillen
Terminator 2: Judgment Day,Linda Hamilton
The Terminator,Linda Hamilton
Once Upon a Time in America,Linda Ipanema
Pulp Fiction,Linda Kaye
Reservoir Dogs,Linda Kaye
Aladdin,Linda Larkin
It Happened One Night,Linda Lee Solomon
Green Book,Lindsay Brice
A Clockwork Orange,Lindsay Campbell
Ratatouille,Lindsey Collins
Hamilton,Lin-Manuel Miranda
Batman Begins,Linus Roache
To Be or Not to Be,Lionel Atwill
It's a Wonderful Life,Lionel Barrymore
Once Upon a Time in the West,Lionel Stander
Gone Girl,Lisa Banes
Goodfellas,Lisa Bostnar
Toy Story,Lisa Bradley
Terminator 2: Judgment Day,Lisa Brinegar
The Shining,Lisa Burns
American Beauty,Lisa Cloud
Goodfellas,Lisa D’Apolito
Back to the Future,Lisa Freeman
Raging Bull,Lisa Katz
The Grand Budapest Hotel,Lisa Kreuzer
Rush,Lisa McAllister
The Dark Knight,Lisa McAllister
Finding Nemo,Lisa Peers
"Monsters, Inc.",Lisa Raggio
Inception,Lisa Reynolds
The Sixth Sense,Lisa Summerour
L.A. Confidential,Lisa Worthy
Amadeus,Lisbeth Bartlett
The Gold Rush,Lita Grey
The Kid,Lita Grey
Come and See,Liubomiras Laucevicius
The Lord of the Rings: The Fellowship of the Ring,Liv Tyler
The Lord of the Rings: The Return of the King,Liv Tyler
The Lord of the Rings: The Two Towers,Liv Tyler
Persona,Liv Ullmann
The Godfather Part II,Livio Giorgi
"The Good, the Bad and the Ugly",Livio Lorenzon
The Lord of the Rings: The Fellowship of the Ring,Liz Merton
12 Years a Slave,Liza J. Bennett
Modern Times,Lloyd Ingraham
Mr. Smith Goes to Washington,Lloyd Ingraham
Rocky,Lloyd Kaufman
Back to the Future,Lloyd L. Tolbert
Mr. Smith Goes to Washington,Lloyd Whitlock
North by Northwest,Lloyd Williams
Unforgiven,Lochlyn Munro
Saving Private Ryan,Loclann Aiken
Avengers: Endgame,Loen LeClair
The Truman Show,Logan Kirksey
Forrest Gump,Logan Livingston Gomez
Eternal Sunshine of the Spotless Mind,Lola Daehler
Gone Girl,Lola Kirke
Coco,Lombardo Boyar
Goodfellas,LoNardo
The Wolf of Wall Street,London Hall
The Dark Knight Rises,London May
Forrest Gump,Lonnie Hamilton
Apocalypse Now,Lonnie Woodley
Monty Python and the Holy Grail,Loraine Ward
The Terminator,Loree Frazier
Pulp Fiction,Lorelei Leslie
Amélie,Lorella Cravotta
Scarface,Loren Almaguer
Die Hard,Lorenzo Caccialanza
For a Few Dollars More,Lorenzo Robledo
"The Good, the Bad and the Ugly",Lorenzo Robledo
The Best Years of Our Lives,Loretta Russell
Inside Out,Lori Alan
Toy Story 3,Lori Alan
WALL·E,Lori Alan
Raging Bull,Lori Anne Flax
Pulp Fiction,Lori Pizzo
Ratatouille,Lori Richardson
The Incredibles,Lori Richardson
WALL·E,Lori Richardson
The Dark Knight,Lorna Gayle
Mr. Smith Goes to Washington,Lorna Gray
Goodfellas,Lorraine Bracco
Jaws,Lorraine Gary
Spider-Man: Across the Spider-Verse,Lorraine Velez
Das Boot,Lothar Zajicek
Casablanca,Lotte Palfi Andor
Cool Hand Luke,Lou Antonio
Fight Club,Lou Beatty Jr.
Ford v Ferrari,Lou Beatty Jr.
Rocky,Lou Fillipo
Casablanca,Lou Marcelle
The Godfather,Lou Martini Jr.
Ratatouille,Lou Romano
The Incredibles,Lou Romano
Raging Bull,Lou Tiano
Joker,Lou Young
Full Metal Jacket,Louis Barlotti
Harry Potter and the Deathly Hallows: Part 2,Louis Cordice
Goodfellas,Louis Eppolito
The Incredibles,Louis Gonzales
The Godfather,Louis Guss
Gone with the Wind,Louis Jean Heydt
Mr. Smith Goes to Washington,Louis Jean Heydt
The General,Louis Lewyn
The Usual Suspects,Louis Lombardi
The Incredibles,Louis Martin Braga III
The Grapes of Wrath,Louis Mason
Casablanca,Louis Mercier
Citizen Kane,Louis Natheaux
Modern Times,Louis Natheaux
Fight Club,Louis Ortiz
Raging Bull,Louis Raftis
The Passion of Joan of Arc,Louis Ravet
Indiana Jones and the Last Crusade,Louis Sheldon
Casablanca,Louis V. Arco
The Wolf of Wall Street,Louis Vanaria
Green Book,Louis Venere
One Flew Over the Cuckoo's Nest,Louisa Moritz
Gone with the Wind,Louisa Robert
It's a Wonderful Life,Louise Bates
The Shining,Louise Burns
Gone with the Wind,Louise Carter
Citizen Kane,Louise Currie
One Flew Over the Cuckoo's Nest,Louise Fletcher
Citizen Kane,Louise Franklin
The Best Years of Our Lives,Louise Franklin
There Will Be Blood,Louise Gregg
Requiem for a Dream,Louise Lasser
Before Sunset,Louise Lemoine Torrès
Oppenheimer,Louise Lombard
Django Unchained,Louise Stratten
Amores Perros,Lourdes Echevarría
The Big Lebowski,Lu Elrod
Once Upon a Time in the West,Luana Strode
Incendies,Lubna Azabal
Léon: The Professional,Luc Bernard
Amélie,Luc Palun
Rush,Luca Naddeo
Rush,Luca Zizzari
The Lord of the Rings: The Two Towers,Lucas Hayward
The Grand Budapest Hotel,Lucas Hedges
"Three Billboards Outside Ebbing, Missouri",Lucas Hedges
No Country for Old Men,Luce Rains
Million Dollar Baby,Lucia Rijker
Klaus,Lucian Perez
The Elephant Man,Lucie Alford
M,Lucie Rhoden
The Great Dictator,Lucien Prival
Wild Tales,Lucila Mangone
Groundhog Day,Lucina Paquet
Pirates of the Caribbean: The Curse of the Black Pearl,Lucinda Dryzek
City of God,Lúcio Andrey
Léon: The Professional,Lucius Wyatt Cherokee
Kill Bill: Vol. 1,Lucy Liu
Batman Begins,Lucy Russell
The Pianist,Lucy Skeaping
Schindler's List,Lucyna Zabawa
Inglourious Basterds,Ludger Pistor
Schindler's List,Ludger Pistor
The Lives of Others,Ludwig Blochberger
Citizen Kane,Ludwig Lowry
Casablanca,Ludwig Stössel
Ford v Ferrari,Luiggi Debiasse
For a Few Dollars More,Luigi Pistilli
"The Good, the Bad and the Ugly",Luigi Pistilli
The Big Lebowski,Luis Colina
The Wages of Fear,Luis De Lima
"The Good, the Bad and the Ugly",Luis Fernández de Eribe
Wild Tales,Luis Mazzeo
City of God,Luis Otávio
For a Few Dollars More,Luis Rodríguez
Coco,Luis Solís
Coco,Luis Valdez
Coco,Luisa Leschin
Spider-Man: Across the Spider-Verse,Luisa Leschin
Ford v Ferrari,Luka Bale
Inception,Lukas Haas
Cool Hand Luke,Luke Askew
Hacksaw Ridge,Luke Bracey
Gone with the Wind,Luke Cosgrave
Pirates of the Caribbean: The Curse of the Black Pearl,Luke de Woolfson
Indiana Jones and the Last Crusade,Luke Hanson
In the Name of the Father,Luke Hayden
1917,Luke Hornsby
Harry Potter and the Deathly Hallows: Part 2,Luke Newberry
Hacksaw Ridge,Luke Pegler
The Matrix,Luke Quinton
Goodfellas,Luke Walter
Finding Nemo,LuLu Ebeling
Singin' in the Rain,Lulu Mae Bohrman
Rebecca,Lumsden Hare
Spider-Man: Across the Spider-Verse,Luna Lauren Velez
Spider-Man: Into the Spider-Verse,Luna Lauren Velez
12 Years a Slave,Lupita Nyong'o
Psycho,Lurene Tuttle
Das Boot,Lutz Schnell
The Elephant Man,Lydia Lisle
Network,Lydia Wilen
Singin' in the Rain,Lyle Clark
Top Gun: Maverick,Lyliana Wray
The Departed,Lyman Chen
The Lord of the Rings: The Fellowship of the Ring,Lynden Berrymen
Gone Girl,Lynn Adrianna
The Apartment,Lynn Cartwright
Network,Lynn Klugman
The Deer Hunter,Lynn Kongkham
It's a Wonderful Life,Lynn O'Leary-Jameson
Mr. Smith Goes to Washington,Lynton Brent
Blade Runner,M. Emmet Walsh
The Iron Giant,M. Emmet Walsh
Like Stars on Earth,M. K. Raina
The Sixth Sense,M. Night Shyamalan
Pirates of the Caribbean: The Curse of the Black Pearl,M. Scott Shields
Django Unchained,M.C. Gainey
Mr. Smith Goes to Washington,Mabel Forrest
To Kill a Mockingbird,Mabel Smaney
Hotel Rwanda,Mabutho 'Kid' Sithole
Aliens,Mac McDonald
Saving Private Ryan,Mac Steinmeier
Rashomon,Machiko Kyō
My Neighbor Totoro,Machiko Washio
Schindler's List,Maciej Kowalewski
The Pianist,Maciej Kowalewski
Schindler's List,Maciej Kozłowski
Schindler's List,Maciej Orłoś
Schindler's List,Maciej Winkler
The Pianist,Maciej Winkler
The Green Mile,Mack Miles
The Shawshank Redemption,Mack Miles
The Gold Rush,Mack Swain
Pirates of the Caribbean: The Curse of the Black Pearl,Mackenzie Crook
Interstellar,Mackenzie Foy
The Wolf of Wall Street,Mackenzie Meehan
In the Name of the Father,Maclean Burke
Saving Private Ryan,Maclean Burke
Oppenheimer,Macon Blair
Casablanca,Madeleine Lebeau
V for Vendetta,Madeleine Rakic-Platt
Stand by Me,Madeleine Swift
The Wolf of Wall Street,Madeleine Wade
Casino,Madeline Parquette
Singin' in the Rain,Madge Blake
North by Northwest,Madge Kennedy
A Clockwork Orange,Madge Ryan
The Lion King,Madge Sinclair
The Wolf of Wall Street,Madison McKinley
The Hunt,Mads Mikkelsen
The Best Years of Our Lives,Mady Correll
The Deer Hunter,Mady Kaplan
Amélie,Mady Malroux
Singin' in the Rain,Mae Clarke
The Grapes of Wrath,Mae Marsh
The Incredibles,Maeve Andrews
Schindler's List,Magdalena Dandourian
Schindler's List,Magdalena Komornicka
The Dark Knight,Maggie Gyllenhaal
2001: A Space Odyssey,Maggie London
Catch Me If You Can,Maggie Mellin
Green Book,Maggie Nixon
Harry Potter and the Deathly Hallows: Part 2,Maggie Smith
Monty Python and the Holy Grail,Maggie Weston
Inception,Magnus Nolan
Million Dollar Baby,Maher McClung
Green Book,Mahershala Ali
Spider-Man: Across the Spider-Verse,Mahershala Ali
Spider-Man: Into the Spider-Verse,Mahershala Ali
Dangal,Mahesh Balraj
Back to the Future,Maia Brewton
It Happened One Night,Maidel Turner
Spotlight,Mairtin O'Carrigan
The Lord of the Rings: The Return of the King,Maisy McLeod-Riera
Léon: The Professional,Maïwenn
Schindler's List,Maja Ostaszewska
The Pianist,Maja Ostaszewska
Incendies,Majida Hussein
Citizen Kane,Major McBride
Howl's Moving Castle,Maki Koizumi
Spirited Away,Makiko Oku
Ikiru,Makoto Kobori
Princess Mononoke,Makoto Satō
Howl's Moving Castle,Makoto Yasumura
The Truman Show,Mal Jones
Braveheart,Mal Whyte
In the Name of the Father,Mal Whyte
Catch Me If You Can,Malachi Throne
"Three Billboards Outside Ebbing, Missouri",Malaya Rivera Drew
North by Northwest,Malcolm Atterbury
Gladiator,Malcolm Ellul
A Clockwork Orange,Malcolm McDowell
V for Vendetta,Malcolm Sinclair
Braveheart,Malcolm Tierney
In the Name of the Father,Malcolm Tierney
The Gold Rush,Malcolm Waite
Schindler's List,Malgorzata Gebel
The Pianist,Malgorzata Trybalska
Logan,Mali O'Connor
Into the Wild,Malinda McCollum
Spider-Man: No Way Home,Mallory Hoff
The Deer Hunter,Mana Hansa
The Lord of the Rings: The Fellowship of the Ring,Mana Hira Davis
The Lord of the Rings: The Two Towers,Mana Hira Davis
Howl's Moving Castle,Manabu Muraji
Your Name.,Manami Hanawa
Joker,Mandela Bellamy
The Grand Budapest Hotel,Manfred Lindner
The Shining,Manning Redwood
Goodfellas,Manny Alfaro
Top Gun: Maverick,Manny Jacinto
Heat,Manny Perry
Pan's Labyrinth,Manolo Solo
Amélie,Manoush
The Grand Budapest Hotel,Manpreet Gerlach
Ran,Mansai Nomura
The Treasure of the Sierra Madre,Manuel Dondé
Casablanca,Manuel Lopez
Scarface,Manuel Padilla Jr.
Casablanca,Manuel París
The Great Dictator,Manuel París
For a Few Dollars More,Mara Krupp
Coco,Marabina Jaimes
Spider-Man: Across the Spider-Verse,Marabina Jaimes
Gone Girl,Marc Abbink
The Dark Knight Rises,Marc Abbink
The Matrix,Marc Aden Gray
Amélie,Marc Amyot
Léon: The Professional,Marc Andréoni
Saving Private Ryan,Marc Cass
Cool Hand Luke,Marc Cavell
Fight Club,Marc Cinquanta
Apocalypse Now,Marc Coppola
La haine,Marc Duret
Ford v Ferrari,Marc Forget
Finding Nemo,Marc John Jefferies
"Monsters, Inc.",Marc John Jefferies
12 Years a Slave,Marc Macaulay
The Truman Show,Marc Macaulay
Joker,Marc Maron
Back to the Future,Marc McClure
Indiana Jones and the Last Crusade,Marc Miles
No Country for Old Men,Marc Miles
Inception,Marc Raducci
The Seventh Seal,Marc Smith
Catch Me If You Can,Marc-Antoine Côté
Casablanca,Marcel Dalio
La haine,Marcel Marondo
The Grand Budapest Hotel,Marcel Mazur
Coco,Marcela Davison Aviles
Singin' in the Rain,Marcella Becker
2001: A Space Odyssey,Marcella Markham
Gone with the Wind,Marcella Martin
City of God,Marcello Melo Jr.
Rush,Marcello Walton
Wild Tales,Marcelo Frasca
Wild Tales,Marcelo Pozzi
The Truman Show,Marcia DeBonis
Into the Wild,Marcia Gay Harden
Once Upon a Time in America,Marcia Jean Kurtz
Requiem for a Dream,Marcia Jean Kurtz
Schindler's List,Marcin Grzymowicz
Fight Club,Marcio Rosario
Ratatouille,Marco Boerries
Rush,Marco Canadea
Cinema Paradiso,Marco Leonardi
Rush,Marco Napoli
Amores Perros,Marco Pérez
Million Dollar Baby,Marco Rodríguez
The Truman Show,Marco Rubeo
Once Upon a Time in the West,Marco Zuanelli
Million Dollar Baby,Marcus Chait
The Matrix,Marcus Chong
Full Metal Jacket,Marcus D'Amico
Django Unchained,Marcus Henderson
Whiplash,Marcus Henderson
12 Years a Slave,Marcus Lyle Brown
In the Name of the Father,Marcus Lynch
The Elephant Man,Marcus Powell
Scarface,Marcus Shirock
Raging Bull,Mardik Martin
The Best Years of Our Lives,Marek Windheim
Schindler's List,Marek Wrona
Singin' in the Rain,Margaret Bert
No Country for Old Men,Margaret Bowman
The Wizard of Oz,Margaret Hamilton
Gone with the Wind,Margaret Mann
Mr. Smith Goes to Washington,Margaret Mann
Scarface,Margaret Michaels
It Happened One Night,Margaret Reid
Goodfellas,Margaret Smith
Top Gun: Maverick,Margaret Strabala
Catch Me If You Can,Margaret Travolta
2001: A Space Odyssey,Margaret Tyzack
A Clockwork Orange,Margaret Tyzack
Metropolis,Margarete Lanner
Persona,Margaretha Krook
Monty Python and the Holy Grail,Margarita Doyle
The Gold Rush,Margarita Martín
Wild Tales,Margarita Molfino
The Treasure of the Sierra Madre,Margarito Luna
Goodfellas,Margaux Guerard
The Sound of Music,Margery MacKay
Cinema Paradiso,Margherita Mignemi
Once Upon a Time in America,Margherita Pace
Million Dollar Baby,Margo Martindale
Forrest Gump,Margo Moorer
Goodfellas,Margo Winkler
The Wolf of Wall Street,Margot Robbie
Spirited Away,Mari Natsuki
Prisoners,Maria Bello
The Godfather Part II,Maria Carta
Pulp Fiction,Maria de Medeiros
The Wolf of Wall Street,Maria Di Angelis
Coco,Maria Dominique Lopez
The Passion of Joan of Arc,Maria Falconetti
Wild Tales,María Marull
Wild Tales,María Onetto
Schindler's List,Maria Peszek
Once Upon a Time in America,Maria Pia Monicelli
The Silence of the Lambs,Maria Skorobogatov
Reservoir Dogs,Maria Strova
Oppenheimer,Maria Teresa Zuppetta
Taxi Driver,Maria Turner
It's a Wonderful Life,Marian Carr
Some Like It Hot,Marian Collier
The Pianist,Marian Dziędziel
Schindler's List,Marian Glinka
The Terminator,Marian Green
Before Sunset,Mariane Plasteig
The Godfather Part II,Marianna Hill
Goodfellas,Marianne Leone Cooper
Memento,Marianne Muellerleile
The Terminator,Marianne Muellerleile
The Secret in Their Eyes,Mariano Argento
Pan's Labyrinth,Maribel Verdú
The Hunt,Marie Aktor
Singin' in the Rain,Marie Ardell
The Grand Budapest Hotel,Marie Goyette
The Lives of Others,Marie Gruber
In the Name of the Father,Marie Jones
Barry Lyndon,Marie Kean
The Passion of Joan of Arc,Marie Lacroix
Goodfellas,Marie Michaels
Avengers: Infinity War,Marie Mouroum
Before Sunset,Marie Pillet
Amélie,Marie-Laure Descoureaux
The Intouchables,Marie-Laure Descoureaux
Cinema Paradiso,Mariella Lo Giudice
Avengers: Infinity War,Marija Abney
All About Eve,Marilyn Monroe
Some Like It Hot,Marilyn Monroe
The Sixth Sense,Marilyn Shanok
Ben-Hur,Marina Berti
The Secret in Their Eyes,Mario Alarcón
For a Few Dollars More,Mario Brega
Once Upon a Time in America,Mario Brega
"The Good, the Bad and the Ugly",Mario Brega
The Godfather Part II,Mario Cotone
Ford v Ferrari,Mario Di Donato
Se7en,Mario Di Donato
The Truman Show,Mario Ernesto Sánchez
Raging Bull,Mario Gallo
Scarface,Mario Machado
The Treasure of the Sierra Madre,Mario Mancilla
In the Name of the Father,Mario McGovern
Ben-Hur,Mario Meniconi
Bicycle Thieves,Mario Meniconi
For a Few Dollars More,Mario Meniconi
Heat,Mario Roberts
Léon: The Professional,Mario Todisco
Pan's Labyrinth,Mario Zorrilla
The Elephant Man,Marion Betzold
Inception,Marion Cotillard
The Dark Knight Rises,Marion Cotillard
Singin' in the Rain,Marion Gray
The Best Years of Our Lives,Marion Gray
Witness for the Prosecution,Marion Gray
The General,Marion Mack
All About Eve,Marion Pierce
Amélie,Marion Pressburger
Barry Lyndon,Marisa Berenson
Life Is Beautiful,Marisa Paredes
Ford v Ferrari,Marisa Petroro
Avengers: Endgame,Marisa Tomei
Spider-Man: No Way Home,Marisa Tomei
L.A. Confidential,Marisol Padilla Sánchez
American Beauty,Marissa Jaret Winokur
Groundhog Day,Marita Geraghty
The Dark Knight,Maritza Cabrera
Downfall,Mariya Semyonova
Witness for the Prosecution,Marjorie Eaton
Gone with the Wind,Marjorie Reynolds
The Truman Show,Mark Alan Gillott
Django Unchained,Mark Amos
The Incredibles,Mark Andrews
Up,Mark Andrews
Logan,Mark Ashworth
Gone Girl,Mark Atteberry
Batman Begins,Mark Boone Junior
Memento,Mark Boone Junior
Se7en,Mark Boone Junior
Batman Begins,Mark Chiu
Terminator 2: Judgment Day,Mark Christopher Lawrence
Prisoners,Mark Drum
Platoon,Mark Ebenhoch
Goodfellas,Mark Evan Jacobs
The Lord of the Rings: The Fellowship of the Ring,Mark Ferguson
Fight Club,Mark Fite
Inception,Mark Fleischmann
Once Upon a Time in America,Mark Frazer
The Father,Mark Gatiss
Die Hard,Mark Goldstein
The Iron Giant,Mark Hubley
Schindler's List,Mark Ivanir
Goodfellas,Mark Jacobs
12 Years a Slave,Mark Joyce
The Dark Knight Rises,Mark Killeen
Ford v Ferrari,Mark Krenik
Gladiator,Mark Lewis
V for Vendetta,Mark Longhurst
Requiem for a Dream,Mark Margolis
Scarface,Mark Margolis
Forrest Gump,Mark Matheisen
Spotlight,Mark McGrinder
"Lock, Stock and Two Smoking Barrels",Mark Mooney
Platoon,Mark Moses
Gone Girl,Mark Parrish
The Big Lebowski,Mark Pellegrino
Saving Private Ryan,Mark Phillips
V for Vendetta,Mark Phoenix
Batman Begins,Mark Rhino Smith
It's a Wonderful Life,Mark Roberts
Aliens,Mark Rolston
The Departed,Mark Rolston
The Shawshank Redemption,Mark Rolston
The Dark Knight Rises,Mark Roman
Avengers: Endgame,Mark Ruffalo
Avengers: Infinity War,Mark Ruffalo
Eternal Sunshine of the Spotless Mind,Mark Ruffalo
Shutter Island,Mark Ruffalo
Spotlight,Mark Ruffalo
The Prestige,Mark Ryan
In the Name of the Father,Mark Sheppard
Batman Begins,Mark Straker
Batman Begins,Mark Strange
1917,Mark Strong
City Lights,Mark Strong
Gone Girl,Mark T Anderson
Million Dollar Baby,Mark Thomason
Django Unchained,Mark Ulano
The Departed,Mark Wahlberg
Harry Potter and the Deathly Hallows: Part 2,Mark Williams
Rush,Mark Wright
Monty Python and the Holy Grail,Mark Zycon
The Grand Budapest Hotel,Marko Dyrlich
Saving Private Ryan,Markus Napier
Fight Club,Markus Redmond
Rear Window,Marla English
Forrest Gump,Marla Sucharetza
Forrest Gump,Marlena Smalls
The Best Years of Our Lives,Marlene Aames
Judgment at Nuremberg,Marlene Dietrich
Witness for the Prosecution,Marlene Dietrich
Network,Marlene Warfield
Spider-Man: Across the Spider-Verse,Marley Ralph
Apocalypse Now,Marlon Brando
On the Waterfront,Marlon Brando
The Godfather,Marlon Brando
Requiem for a Dream,Marlon Wayans
The Sound of Music,Marni Nixon
Django Unchained,Marsha Stephanie Blake
Stand by Me,Marshall Bell
The Big Lebowski,Marshall Manesh
Paths of Glory,Marshall Rainer
Schindler's List,Marta Bizoń
The Lord of the Rings: The Fellowship of the Ring,Marta Martí
Ben-Hur,Martha Scott
Full Metal Jacket,Martin Adams
2001: A Space Odyssey,Martin Amor
12 Angry Men,Martin Balsam
On the Waterfront,Martin Balsam
Psycho,Martin Balsam
Green Book,Martin Bats Bradford
Saving Private Ryan,Martin Beaton
Schindler's List,Martin Bergmann
The Lives of Others,Martin Brambach
Judgment at Nuremberg,Martin Brandt
Downfall,Martin Butzke
Amadeus,Martin Cavina
Terminator 2: Judgment Day,Martin DeLuca
Braveheart,Martin Dempsey
Braveheart,Martin Dunne
In the Name of the Father,Martin Dunne
Heat,Martin Ferrero
Jurassic Park,Martin Ferrero
Casablanca,Martín Garralaga
The Treasure of the Sierra Madre,Martín Garralaga
Indiana Jones and the Last Crusade,Martin Gordon
Indiana Jones and the Last Crusade,Martin Grace
Das Boot,Martin Hemme
Saving Private Ryan,Martin Hub
Pirates of the Caribbean: The Curse of the Black Pearl,Martin Klebba
The Wolf of Wall Street,Martin Klebba
North by Northwest,Martin Landau
Das Boot,Martin May
Batman Begins,Martin McDougall
Saving Private Ryan,Martin McDougall
V for Vendetta,Martin McGlade
Dial M for Murder,Martin Milner
Braveheart,Martin Murphy
In the Name of the Father,Martin Murphy
Spotlight,Martin Roach
Rush,Martin Savage
V for Vendetta,Martin Savage
Raging Bull,Martin Scorsese
Taxi Driver,Martin Scorsese
