Into the Wild,Carine McCandless
Pulp Fiction,Carl Allen
Django Unchained,Carl Bailey
M,Carl Ballhaus
The Usual Suspects,Carl Bressler
Casino,Carl Ciarfalio
Fight Club,Carl Ciarfalio
Casablanca,Carl Deloro
Citizen Kane,Carl Deloro
A Clockwork Orange,Carl Duering
Citizen Kane,Carl Ekberg
It's a Wonderful Life,Carl Eric Hansen
Citizen Kane,Carl Faulkner
Inception,Carl Gilliard
Jaws,Carl Gottlieb
Léon: The Professional,Carl J. Matusovich
It's a Wonderful Life,Carl Kent
Joker,Carl Lundstedt
All About Eve,Carl M. Leviness
It Happened One Night,Carl M. Leviness
North by Northwest,Carl M. Leviness
Some Like It Hot,Carl M. Leviness
The Kid,Carl Miller
North by Northwest,Carl Milletaire
Singin' in the Rain,Carl Milletaire
Django Unchained,Carl Singleton
Some Like It Hot,Carl Sklover
The Grand Budapest Hotel,Carl Sprague
Mr. Smith Goes to Washington,Carl Stockdale
It's a Wonderful Life,Carl Switzer
Aliens,Carl Toop
The Great Dictator,Carl Voss
Rocky,Carl Weathers
Dead Poets Society,Carla Belver
The Wolf of Wall Street,Carla Corvo
Coco,Carla Medina
The Secret in Their Eyes,Carla Quevedo
Hamilton,Carleigh Bettiol
North by Northwest,Carleton Young
Bicycle Thieves,Carlo Jachino
For a Few Dollars More,Carlo Simi
Finding Nemo,Carlos Alazraqui
Inside Out,Carlos Alazraqui
Toy Story 3,Carlos Alazraqui
Wild Tales,Carlos Alberto Vavassori
Scarface,Carlos Augusto Cestero
Inglourious Basterds,Carlos Fidel
Gran Torino,Carlos Guadarrama
The Big Lebowski,Carlos Leon
The Secret in Their Eyes,Carlos Mele
Warrior,Carlos Miranda
Amores Perros,Carlos Samperio
The Sixth Sense,Carlos Xavier Lopez
Spider-Man: Into the Spider-Verse,Carlos Zaragoza
It Happened One Night,Carlton Griffin
The Truman Show,Carly Smiga
The Godfather Part II,Carmen Argenziano
Citizen Kane,Carmen Laroux
The Godfather Part II,Carmine Caridi
The Godfather Part II,Carmine Foresta
Die Hard,Carmine Zozzora
The Best Years of Our Lives,Carol Andrews
Spider-Man: No Way Home,Carol Anne Dines
Groundhog Day,Carol Bivins
Life of Brian,Carol Cleveland
Monty Python and the Holy Grail,Carol Cleveland
It's a Wonderful Life,Carol Coombs
A Clockwork Orange,Carol Drinkwater
The Elephant Man,Carol Harrison
The Godfather,Carol Morley
The Sixth Sense,Carol Nielson
The Third Man,Carol Reed
The Help,Carol Sutton
The Iron Giant,Carole Jeghers
To Be or Not to Be,Carole Lombard
Coco,Carolina Ángel
American Beauty,Carolina Lancaster
The Intouchables,Caroline Bourg
Gone Girl,Caroline Clements
Schindler's List,Caroline Goodall
12 Years a Slave,Caroline Grace Williamson
The Elephant Man,Caroline Haigh
Finding Nemo,Caroline Kindred
Blade Runner,Carolyn DeMirjian
Network,Carolyn Krigbaum
Mary and Max,Carolyn Shakespeare-Allen
Avengers: Infinity War,Carrie Coon
Gone Girl,Carrie Coon
Aliens,Carrie Henn
Joker,Carrie Louise Putrello
Memento,Carrie-Anne Moss
The Matrix,Carrie-Anne Moss
12 Years a Slave,Carroll Burt
Gone with the Wind,Carroll Nye
Taxi Driver,Carson Grant
V for Vendetta,Carsten Hayes
The Great Dictator,Carter DeHaven
Requiem for a Dream,Carter Mansbach
North by Northwest,Cary Grant
Léon: The Professional,Cary Wong
Hachi: A Dog's Tale,Cary-Hiroyuki Tagawa
Room,Cas Anvar
Good Will Hunting,Casey Affleck
Interstellar,Casey Affleck
Oppenheimer,Casey Affleck
Terminator 2: Judgment Day,Casey Chavez
Gone Girl,Casey Ruggieri
Back to the Future,Casey Siemaszko
Stand by Me,Casey Siemaszko
Gone Girl,Casey Wilson
Mad Max: Fury Road,Cass Cumerford
Amadeus,Cassie Stuart
Terminator 2: Judgment Day,Castulo Guerra
The Usual Suspects,Castulo Guerra
The Lord of the Rings: The Fellowship of the Ring,Cate Blanchett
The Lord of the Rings: The Return of the King,Cate Blanchett
The Lord of the Rings: The Two Towers,Cate Blanchett
The Seventh Seal,Catherine Berg
The Wolf of Wall Street,Catherine Curtin
In the Name of the Father,Catherine Dunne
Into the Wild,Catherine Keener
Django Unchained,Catherine Lambert
Braveheart,Catherine McCormack
Batman Begins,Catherine Porter
Casino,Catherine Scorsese
Goodfellas,Catherine Scorsese
Taxi Driver,Catherine Scorsese
Dead Poets Society,Catherine Soles
The Best Years of Our Lives,Catherine Wyler
The Lion King,Cathy Cavadini
Raging Bull,Cathy Moriarty
Ben-Hur,Cathy O'Donnell
The Best Years of Our Lives,Cathy O'Donnell
Casino,Cathy Scorsese
The Seventh Seal,Caya Wickström
The Grapes of Wrath,Cecil Cook
Chinatown,Cecil Elliott
Modern Times,Cecil Reynolds
Capernaum,Cedra Izzam
Spider-Man: Across the Spider-Verse,Cedric L. Williams
It's a Wonderful Life,Cedric Stevens
Batman Begins,Cedric Young
All About Eve,Celeste Holm
Catch Me If You Can,Celine du Tertre
Wild Tales,César Bordón
Pan's Labyrinth,César Vea
The Pianist,Cezary Kosiński
Fight Club,Chad Randau
V for Vendetta,Chad Stahelski
Requiem for a Dream,Chad Weiner
Avengers: Endgame,Chadwick Boseman
Avengers: Infinity War,Chadwick Boseman
Your Name.,Chafurin
The Deer Hunter,Chai Peyawan
3 Idiots,Chaitali Bose
Singin' in the Rain,Chalky Williams
To Kill a Mockingbird,Chalky Williams
The Departed,Chance Kelly
Stand by Me,Chance Quinn
Pulp Fiction,Chandler Lindauer
Pan's Labyrinth,Chani Martín
Room,Chantelle Chung
The Deer Hunter,Charan Nusvanon
The Deer Hunter,Charlene Darrow
It Happened One Night,Charles A. Browne
Scarface,Charles A. Tamburro
Se7en,Charles A. Tamburro
Terminator 2: Judgment Day,Charles A. Tamburro
The Wizard of Oz,Charles Becker
Citizen Kane,Charles Bennett
Forrest Gump,Charles Boswell
Once Upon a Time in the West,Charles Bronson
The Great Escape,Charles Bronson
It Happened One Night,Charles C. Wilson
It's a Wonderful Life,Charles C. Wilson
Snatch,Charles Cork
V for Vendetta,Charles Cork
The Grapes of Wrath,Charles D. Brown
The Sting,Charles Dierkop
Heat,Charles Duke
Scarface,Charles Durning
The Sting,Charles Durning
Batman Begins,Charles Edwards
Singin' in the Rain,Charles Evans
"Lock, Stock and Two Smoking Barrels",Charles Forbes
The Gold Rush,Charles Force
To Kill a Mockingbird,Charles Fredericks
Raging Bull,Charles Guardino
The Thing,Charles Hallahan
It's a Wonderful Life,Charles Halton
The Best Years of Our Lives,Charles Halton
To Be or Not to Be,Charles Halton
City Lights,Charles Hammond
Rear Window,Charles Harvey
The General,Charles Henry Smith
The Grapes of Wrath,Charles Herzinger
The Iron Giant,Charles Howerton
The Great Dictator,Charles Irwin
To Be or Not to Be,Charles Irwin
Hacksaw Ridge,Charles Jacobs
Amadeus,Charles Kay
Blade Runner,Charles Knapp
Chinatown,Charles Knapp
Life of Brian,Charles Knode
Monty Python and the Holy Grail,Charles Knode
Back to the Future,Charles L. Campbell
Casablanca,Charles La Torre
It's a Wonderful Life,Charles Lane
Mr. Smith Goes to Washington,Charles Lane
Witness for the Prosecution,Charles Laughton
Dead Poets Society,Charles Lord
Life of Brian,Charles McKeown
Citizen Kane,Charles Meakin
It's a Wonderful Life,Charles Meakin
Gone with the Wind,Charles Middleton
The Grapes of Wrath,Charles Middleton
To Kill a Mockingbird,Charles Morton
The Silence of the Lambs,Charles Napier
The Help,Charles Orr
City of God,Charles Paraventi
Top Gun: Maverick,Charles Parnell
To Kill a Mockingbird,Charles Perry
The General,Charles Phillips
Mr. Smith Goes to Washington,Charles R. Moore
Mr. Smith Goes to Washington,Charles Regan
Singin' in the Rain,Charles Regan
The Kid,Charles Reisner
Terminator 2: Judgment Day,Charles Robert Brown
Apocalypse Now,Charles Robinson
Se7en,Charles S. Dutton
Goodfellas,Charles Scorsese
Raging Bull,Charles Scorsese
Taxi Driver,Charles Scorsese
It's a Wonderful Life,Charles Sullivan
Mr. Smith Goes to Washington,Charles Sullivan
The Great Dictator,Charles Sullivan
The Grapes of Wrath,Charles Tannen
There Will Be Blood,Charles Thomas Doyle
The Grapes of Wrath,Charles Thurston
Cool Hand Luke,Charles Tyner
The Wages of Fear,Charles Vanel
The Dark Knight,Charles Venn
The Grapes of Wrath,Charles West
It's a Wonderful Life,Charles Williams
Amélie,Charles-Roger Bour
The Grapes of Wrath,Charley Grapewin
The Wizard of Oz,Charley Grapewin
The Wolf of Wall Street,Charley Morgan
Aladdin,Charlie Adler
The Dark Knight Rises,Charlie Alejandro
Toy Story 3,Charlie Bright
City Lights,Charlie Chaplin
Modern Times,Charlie Chaplin
The Gold Rush,Charlie Chaplin
The Great Dictator,Charlie Chaplin
The Kid,Charlie Chaplin
Spider-Man: No Way Home,Charlie Cox
Fight Club,Charlie Dell
Whiplash,Charlie Estes
Harry Potter and the Deathly Hallows: Part 2,Charlie Hobbs
Whiplash,Charlie Ian
The Shawshank Redemption,Charlie Kearns
Batman Begins,Charlie Kranz
Stand by Me,Charlie Owens
Die Hard,Charlie Picerni
Platoon,Charlie Sheen
Mad Max: Fury Road,Charlize Theron
Requiem for a Dream,Charlotte Aronofsky
Ben-Hur,Charlton Heston
The Lives of Others,Charly Hübner
The Sound of Music,Charmian Carr
Good Will Hunting,Chas Lawther
Requiem for a Dream,Chas Mastin
Logan,Chase Cubia
Top Gun: Maverick,Chaz Ingram
12 Years a Slave,Chaz Smith
The Usual Suspects,Chazz Palminteri
Bicycle Thieves,Checco Rissone
Gran Torino,Chee Thao
Coco,Cheech Marin
The Lion King,Cheech Marin
The Best Years of Our Lives,Chef Milani
American Beauty,Chekesha Van Putten
2001: A Space Odyssey,Chela Matthison
"The Good, the Bad and the Ugly",Chelo Alonso
Top Gun: Maverick,Chelsea Harris
American Beauty,Chelsea Hertford
American History X,Cherish Lee
Die Hard,Cheryl Baker
Into the Wild,Cheryl Francis Harrington
A Clockwork Orange,Cheryl Grunwald
A Beautiful Mind,Cheryl Howard
Modern Times,Chester Conklin
Mr. Smith Goes to Washington,Chester Conklin
The Great Dictator,Chester Conklin
To Kill a Mockingbird,Chester Jones
Logan,Chester Rushing
Judgment at Nuremberg,Chet Brandenburg
Singin' in the Rain,Chet Brandenburg
The Prestige,Chi Chaoli
Kill Bill: Vol. 1,Chiaki Kuriyama
Pan's Labyrinth,Chicho Campillo
Gladiator,Chick Allan
Singin' in the Rain,Chick Collins
The Elephant Man,Chick Fowles
Top Gun: Maverick,Chido Nwokocha
My Neighbor Totoro,Chie Koujiro
Howl's Moving Castle,Chieko Baisho
Tokyo Story,Chieko Higashiyama
Forrest Gump,Chiffonye Cobb
My Neighbor Totoro,Chika Sakamoto
Batman Begins,Chike Chan
The Dark Knight,Chin Han
Seven Samurai,Chindanji Miyagawa
The Terminator,Chino 'Fats' Williams
No Country for Old Men,Chip Love
Tokyo Story,Chishū Ryū
12 Years a Slave,Chiwetel Ejiofor
Parasite,Cho Jae-myung
The Handmaiden,Cho Jin-woong
Parasite,Cho Yeo-jeong
The Handmaiden,Choi Byung-mo
Parasite,Choi Jeong-hyun
Parasite,Choi Ji-won
Memories of Murder,Choi Jong-ryul
The Handmaiden,Choi Jong-ryul
Oldboy,Choi Min-sik
Parasite,Choi Woo-shik
The Deer Hunter,Chok Chai Mahasoke
Gran Torino,Choua Kue
La haine,Choukri Gabteni
Good Will Hunting,Chris Britton
The Wolf of Wall Street,Chris Caldovino
Platoon,Chris Castillejo
12 Years a Slave,Chris Chalk
The Departed,Chris Chinn
The Prestige,Chris Cleveland
American Beauty,Chris Cooper
Full Metal Jacket,Chris Cornibert
Groundhog Day,Chris Elliott
Catch Me If You Can,Chris Ellis
The Dark Knight Rises,Chris Ellis
Avengers: Endgame,Chris Evans
Avengers: Infinity War,Chris Evans
The Departed,Chris Fischer
The Elephant Man,Chris Greener
Avengers: Endgame,Chris Hemsworth
Avengers: Infinity War,Chris Hemsworth
Rush,Chris Hemsworth
The Dark Knight Rises,Chris Hill
Dead Poets Society,Chris Hull
The Silence of the Lambs,Chris Isaak
Indiana Jones and the Last Crusade,Chris Jenkinson
Gladiator,Chris Kell
The Wolf of Wall Street,Chris Kerson
Life of Brian,Chris Langham
Full Metal Jacket,Chris Maybach
The Silence of the Lambs,Chris McGinn
Whiplash,Chris Mulkey
The Wolf of Wall Street,Chris Nunez
L.A. Confidential,Chris Palermo
Logan,Chris Palermo
The Matrix,Chris Pattinson
Mad Max: Fury Road,Chris Patton
Platoon,Chris Pedersen
Reservoir Dogs,Chris Penn
The Dark Knight,Chris Petschler
Spider-Man: Into the Spider-Verse,Chris Pine
Avengers: Endgame,Chris Pratt
Avengers: Infinity War,Chris Pratt
Harry Potter and the Deathly Hallows: Part 2,Chris Rankin
Joker,Chris Redd
The Wolf of Wall Street,Chris Riggi
The Lord of the Rings: The Fellowship of the Ring,Chris Ryan
L.A. Confidential,Chris Short
The Lord of the Rings: The Fellowship of the Ring,Chris Streeter
Coco,Chris Triana
The Dark Knight Rises,Chris Vaina
Requiem for a Dream,Chris Varvaro
1917,Chris Walley
No Country for Old Men,Chris Warner
Aliens,Chris Webb
Indiana Jones and the Last Crusade,Chris Webb
The Dark Knight,Chris Wilson
V for Vendetta,Chris Wilson
The Gold Rush,Chris-Pin Martin
The Intouchables,Christian Ameri
Before Sunrise,Christian Ankowitsch
Batman Begins,Christian Bale
Ford v Ferrari,Christian Bale
The Dark Knight,Christian Bale
The Dark Knight Rises,Christian Bale
The Prestige,Christian Bale
Das Boot,Christian Bendomir
Downfall,Christian Berkel
Inglourious Basterds,Christian Berkel
Inglourious Basterds,Christian Brückner
The Big Lebowski,Christian Clemenson
Mad Max: Fury Road,Christian Fane
Rush,Christian Feist
Good Will Hunting,Christian Harmony
Downfall,Christian Hoening
Coco,Christian Lanz
Pirates of the Caribbean: The Curse of the Black Pearl,Christian Martin
Rush,Christian McKay
La haine,Christian Moro
Downfall,Christian Redl
The Lord of the Rings: The Return of the King,Christian Rivers
Downfall,Christian Schmidt
Das Boot,Christian Seipolt
Amélie,Christiane Bopp
Paths of Glory,Christiane Kubrick
Fight Club,Christie Cronenweth
Gone Girl,Christina Alex
Fight Club,Christina Cabot
Million Dollar Baby,Christina Cox
Oppenheimer,Christina Hogue
Mad Max: Fury Road,Christina Koch
Green Book,Christina Simpkins
Batman Begins,Christine Adams
Dead Poets Society,Christine D'Ercole
Amadeus,Christine Ebersole
The Wolf of Wall Street,Christine Ebersole
The Usual Suspects,Christine Estabrook
Sherlock Jr.,Christine Francis
There Will Be Blood,Christine Olejniczak
Forrest Gump,Christine Seabrook
Django Unchained,Christoph Waltz
Inglourious Basterds,Christoph Waltz
Léon: The Professional,Christophe Gautier
La haine,Christophe Rossignon
Rocky,Christopher Avildsen
12 Years a Slave,Christopher Berry
Django Unchained,Christopher Berry
"Three Billboards Outside Ebbing, Missouri",Christopher Berry
The Dark Knight Rises,Christopher Bryan Gomez
Gran Torino,Christopher Carley
The Deer Hunter,Christopher Colombi Jr.
Ford v Ferrari,Christopher Darga
The Elephant Man,Christopher De Vore
Oppenheimer,Christopher Denham
Shutter Island,Christopher Denham
Snatch,Christopher Fosh
V for Vendetta,Christopher Fosh
Hamilton,Christopher Jackson
The Green Mile,Christopher Joel Ives
Fight Club,Christopher John Fields
Jurassic Park,Christopher John Fields
Forrest Gump,Christopher Jones
The Dark Knight Rises,Christopher Judge
The Lord of the Rings: The Fellowship of the Ring,Christopher Lee
The Lord of the Rings: The Return of the King,Christopher Lee
The Lord of the Rings: The Two Towers,Christopher Lee
Back to the Future,Christopher Lloyd
One Flew Over the Cuckoo's Nest,Christopher Lloyd
Mary and Max,Christopher Massey
American History X,Christopher Masterson
Requiem for a Dream,Christopher McDonald
The Iron Giant,Christopher McDonald
The Usual Suspects,Christopher McQuarrie
Spider-Man: Across the Spider-Verse,Christopher Miller
Spider-Man: Into the Spider-Verse,Christopher Miller
How to Train Your Dragon,Christopher Mintz-Plasse
The Prestige,Christopher Neame
A Beautiful Mind,Christopher Plummer
The Sound of Music,Christopher Plummer
Up,Christopher Plummer
Pirates of the Caribbean: The Curse of the Black Pearl,Christopher S. Capp
Jaws,Christopher Sands
Gladiator,Christopher Say
Goodfellas,Christopher Serrone
Pirates of the Caribbean: The Curse of the Black Pearl,Christopher Sullivan
Catch Me If You Can,Christopher Walken
Pulp Fiction,Christopher Walken
The Deer Hunter,Christopher Walken
Rush,Christopher Wolert
Spider-Man: Across the Spider-Verse,Chrystee Pharris
Spider-Man: Into the Spider-Verse,Chrystee Pharris
The Silence of the Lambs,Chuck Aber
The Deer Hunter,Chuck Aspegren
The Shawshank Redemption,Chuck Brauchler
Gone with the Wind,Chuck Hamilton
Modern Times,Chuck Hamilton
To Kill a Mockingbird,Chuck Hamilton
Raging Bull,Chuck Hassett
Cool Hand Luke,Chuck Hicks
Raging Bull,Chuck Hicks
Snatch,Chuck Julian
Goodfellas,Chuck Low
Once Upon a Time in America,Chuck Low
The Sting,Chuck Morrell
Pather Panchali,Chunibala Devi
Harry Potter and the Deathly Hallows: Part 2,Ciarán Hinds
There Will Be Blood,Ciarán Hinds
The Help,Cicely Tyson
Pulp Fiction,Cie Allman
Batman Begins,Cillian Murphy
Inception,Cillian Murphy
Oppenheimer,Cillian Murphy
The Dark Knight,Cillian Murphy
The Dark Knight Rises,Cillian Murphy
Network,Cindy Grover
The Dark Knight Rises,Cindy Jackson
Heat,Cindy Katz
Django Unchained,Cindy Mah
Singin' in the Rain,Clair Freeman
The Elephant Man,Claire Davenport
The Best Years of Our Lives,Claire Du Brey
1917,Claire Duburcq
Inception,Claire Geare
The Dark Knight Rises,Claire Julien
Amélie,Claire Maurier
The 400 Blows,Claire Maurier
It Happened One Night,Claire McDowell
The Shawshank Redemption,Claire Slemmer
The Shawshank Redemption,Clancy Brown
The Best Years of Our Lives,Clancy Cooper
The Wizard of Oz,Clara Blandick
Die Hard,Clarence Gilyard Jr.
Double Indemnity,Clarence Muse
Platoon,Clarisa Ortacio
Gone with the Wind,Clark Gable
It Happened One Night,Clark Gable
The Usual Suspects,Clark Gregg
The Apartment,Clark Ross
"Three Billboards Outside Ebbing, Missouri",Clarke Peters
Ben-Hur,Claude Heater
Amélie,Claude Perron
Casablanca,Claude Rains
Lawrence of Arabia,Claude Rains
Mr. Smith Goes to Washington,Claude Rains
All About Eve,Claude Stroud
Das Boot,Claude-Oliver Rudolph
It Happened One Night,Claudette Colbert
The Wolf of Wall Street,Claudette Lalí
Once Upon a Time in the West,Claudia Cardinale
Spider-Man: Into the Spider-Verse,Claudia Choi
Casino,Claudia Haro
Gran Torino,Claudia Rodgers
Back to the Future,Claudia Wells
Life Is Beautiful,Claudio Alfonsi
Wild Tales,Claudio Delan
Once Upon a Time in America,Claudio Mancini
Once Upon a Time in the West,Claudio Mancini
Chinatown,Claudio Martínez
"The Good, the Bad and the Ugly",Claudio Scarchilli
Oppenheimer,Clay Bunker
Django Unchained,Clay Donahue Fontenot
Spider-Man: No Way Home,Clay Savage
Casino,Clem Caserta
Goodfellas,Clem Caserta
Once Upon a Time in America,Clem Caserta
Harry Potter and the Deathly Hallows: Part 2,Clémence Poésy
Amélie,Clément Chebli
Ford v Ferrari,Clement Larue
The Help,Cleta Elaine Ellington
The Grapes of Wrath,Cliff Clark
Once Upon a Time in America,Cliff Cudney
Gone with the Wind,Cliff Edwards
Ben-Hur,Cliff Lyons
Spider-Man: Across the Spider-Verse,Cliff Robertson
Whiplash,Clifton 'Fou Fou' Eddie
Cool Hand Luke,Clifton James
The Treasure of the Sierra Madre,Clifton Young
For a Few Dollars More,Clint Eastwood
Gran Torino,Clint Eastwood
Million Dollar Baby,Clint Eastwood
"The Good, the Bad and the Ugly",Clint Eastwood
Unforgiven,Clint Eastwood
The Lord of the Rings: The Return of the King,Clint Elvy
The Lord of the Rings: The Two Towers,Clint Elvy
Gran Torino,Clint Ward
Logan,Clinton Roberts
The Lord of the Rings: The Fellowship of the Ring,Clinton Ulyatt
V for Vendetta,Clive Ashborn
A Clockwork Orange,Clive Francis
Lawrence of Arabia,Clive Morton
In the Name of the Father,Clodagh Conroy
The Iron Giant,Cloris Leachman
Amélie,Clotilde Mollet
The Intouchables,Clotilde Mollet
Mr. Smith Goes to Washington,Clyde Dilson
Citizen Kane,Clyde McAtee
The Gold Rush,Clyde McAtee
The Kid,Clyde McAtee
To Kill a Mockingbird,Clyde McLeod
Avengers: Endgame,Cobie Smulders
Avengers: Infinity War,Cobie Smulders
Mad Max: Fury Road,Coco Jack Gillies
There Will Be Blood,Coco Leigh
Toy Story,Cody Dorkin
Good Will Hunting,Cole Hauser
Aliens,Colette Hiller
Toy Story 3,Colette Whitaker
WALL·E,Colette Whitaker
Raging Bull,Coley Wallace
Full Metal Jacket,Colin Elvis
1917,Colin Firth
Dead Poets Society,Colin Irving
Mr. Smith Goes to Washington,Colin James Mackey
All About Eve,Colin Kenny
Judgment at Nuremberg,Colin Kenny
North by Northwest,Colin Kenny
To Kill a Mockingbird,Colin Kenny
Witness for the Prosecution,Colin Kenny
Batman Begins,Colin McFarlane
The Dark Knight,Colin McFarlane
L.A. Confidential,Colin Mitchell
Terminator 2: Judgment Day,Colin Patrick Lynch
Rush,Colin Stinton
Apocalypse Now,Colleen Camp
There Will Be Blood,Colleen Foy
The Sixth Sense,Colleen June McQuaide
Good Will Hunting,Colleen McCauley
Toy Story 3,Colleen O'Shaughnessey
Some Like It Hot,Colleen O'Sullivan
Interstellar,Collette Wolfe
The Dark Knight Rises,Collin Taylor
To Kill a Mockingbird,Collin Wilcox Paxton
There Will Be Blood,Colton Woodward
Cinema Paradiso,Concetta Borpagano
Network,Conchata Ferrell
Batman Begins,Conn Horgan
Monty Python and the Holy Grail,Connie Booth
Gladiator,Connie Nielsen
The Departed,Conor Donovan
Gran Torino,Conor Liam Callaghan
The Departed,Conor Timmis
Die Hard,Conrad Hurtt
Casablanca,Conrad Veidt
The Godfather,Conrad Yama
Once Upon a Time in the West,Conrado San Martín
Double Indemnity,Constance Purdy
It's a Wonderful Life,Constantine Romanoff
Toy Story 3,Constantino Bravos
Coco,Constanza Lechuga
Before Sunrise,Constanze Schweiger
Taxi Driver,Cooper Cunningham
Django Unchained,Cooper Huckabee
Gone Girl,Cooper Thornton
Inception,Coralie Dedykere
Gladiator,Corey Booth
Aladdin,Corey Burton
Stand by Me,Corey Feldman
Platoon,Corey Glover
Saving Private Ryan,Corey Johnson
In the Name of the Father,Corin Redgrave
Downfall,Corinna Harfouch
Casablanca,Corinna Mura
Platoon,Corkey Ford
The Shawshank Redemption,Cornell Wallace
The Godfather,Corrado Gaipa
Ford v Ferrari,Corrado Invernizzi
12 Years a Slave,Corrina Roshea Bobb
V for Vendetta,Cosima Shaw
All About Eve,Cosmo Sardo
Chinatown,Cosmo Sardo
North by Northwest,Cosmo Sardo
Singin' in the Rain,Cosmo Sardo
Some Like It Hot,Cosmo Sardo
Full Metal Jacket,Costas Dino Chimona
Mr. Smith Goes to Washington,Count Stefenelli
To Be or Not to Be,Count Stefenelli
12 Angry Men,Courtney B. Vance
Mad Max: Fury Road,Courtney Eaton
Back to the Future,Courtney Gains
The Dark Knight Rises,Courtney Munch
Spider-Man: Into the Spider-Verse,Courtney Peldon
To Kill a Mockingbird,Crahan Denton
Joker,Craig Austin
The Dark Knight,Craig Braginsky
Green Book,Craig DiFrancia
How to Train Your Dragon,Craig Ferguson
Ford v Ferrari,Craig Frosty Silva
Toy Story,Craig Good
Reservoir Dogs,Craig Hamann
The Dark Knight,Craig Heaney
Logan,Craig Henningsen
All About Eve,Craig Hill
A Clockwork Orange,Craig Hunter
Dead Poets Society,Craig Johnson
Jaws,Craig Kingsbury
Into the Wild,Craig Mutsch
The Lord of the Rings: The Fellowship of the Ring,Craig Parker
The Lord of the Rings: The Return of the King,Craig Parker
The Lord of the Rings: The Two Towers,Craig Parker
The Departed,Craig 'Radioman' Castaldo
Requiem for a Dream,Craig Rallo
Django Unchained,Craig Stark
Mr. Smith Goes to Washington,Craig Stevens
The Incredibles,Craig T. Nelson
12 Years a Slave,Craig Tate
Pirates of the Caribbean: The Curse of the Black Pearl,Craig Thomson
Casino,Craig Vincent
Casablanca,Creighton Hale
Back to the Future,Crispin Glover
Back to the Future,Cristen Kauffman
Rush,Cristian Solimeno
Rush,Cristian Stelluti
The Wolf of Wall Street,Cristin Milioti
Spider-Man: No Way Home,Cristo Fernández
Saving Private Ryan,Crofton Hardester
Mad Max: Fury Road,Crusoe Kurddal
Léon: The Professional,Crystal Blake
Casablanca,Curt Bois
Metropolis,Curt Siodmak
Shutter Island,Curtiss Cook
La haine,Cut Killer
It's a Wonderful Life,Cy Schindell
City Lights,Cy Slocum
Taxi Driver,Cybill Shepherd
Singin' in the Rain,Cyd Charisse
Gone Girl,Cyd Strittmatter
Aliens,Cynthia Dale Scott
The Silence of the Lambs,Cynthia Ettinger
Amadeus,Cynthia Nixon
Apocalypse Now,Cynthia Wood
Logan,Cynthia Woods
La haine,Cyril Ancelin
The Intouchables,Cyril Mendy
Citizen Kane,Cyril Ring
The Great Dictator,Cyril Ring
Lawrence of Arabia,Cyril Shaps
The Pianist,Cyril Shaps
The Grapes of Wrath,D.H. Turner
Raging Bull,D.J. Blair
Pirates of the Caribbean: The Curse of the Black Pearl,D.P. FitzGerald
The Lion King,Daamen J. Krall
The Green Mile,Dabbs Greer
Logan,Dafne Keen
Amores Perros,Dagoberto Gama
Howl's Moving Castle,Daijirô Harada
My Neighbor Totoro,Daiki Nakamura
Princess Mononoke,Daikichi Sugawara
The Dark Knight Rises,Daina Griffith
Ikiru,Daisuke Katō
Rashomon,Daisuke Katō
Seven Samurai,Daisuke Katō
Yojimbo,Daisuke Katō
Ran,Daisuke Ryū
Gone with the Wind,Daisy Bufford
The Deer Hunter,Dale Burroughs
Platoon,Dale Dye
Saving Private Ryan,Dale Dye
The Dark Knight,Dale Rivera
Gone Girl,Dale Shane
Gone with the Wind,Dale Van Sickel
North by Northwest,Dale Van Sickel
Trainspotting,Dale Winton
Terminator 2: Judgment Day,Dalton Abbott
Terminator 2: Judgment Day,Dalton Hamilton
Joker,Damian Emmanuel
Pirates of the Caribbean: The Curse of the Black Pearl,Damian O'Hare
Apocalypse Now,Damien Leake
Hacksaw Ridge,Damien Thomlinson
Logan,Damon Carney
Whiplash,Damon Gupton
Catch Me If You Can,Dan Andreiu
On the Waterfront,Dan Bergin
The Wolf of Wall Street,Dan Bittner
The Silence of the Lambs,Dan Butler
Warrior,Dan Caldwell
The Wolf of Wall Street,Dan Daily
The Kid,Dan Dillon
Singin' in the Rain,Dan Foster
The Usual Suspects,Dan Hedaya
The Lord of the Rings: The Two Towers,Dan Hennah
The Dark Knight,Dan Latham
Shutter Island,Dan Marshall
Heat,Dan Martin
Casablanca,Dan Seymour
Terminator 2: Judgment Day,Dan Stanton
There Will Be Blood,Dan Swallow
Good Will Hunting,Dan Washington
Gone with the Wind,Dan White
The Grapes of Wrath,Dan White
To Kill a Mockingbird,Dan White
The Best Years of Our Lives,Dana Andrews
The Sting,Dana Elcar
Django Unchained,Dana Gourrier
The Help,Dana Ivey
The Shawshank Redemption,Dana Snyder
Amadeus,Dana Vávrová
Avengers: Endgame,Danai Gurira
Avengers: Infinity War,Danai Gurira
Oppenheimer,Dane DeHaan
Django Unchained,Dane Rhodes
Green Book,Dane Rhodes
City of God,Dani Ornellas
The Lord of the Rings: The Fellowship of the Ring,Daniel Andrews
1917,Daniel Atwell
Logan,Daniel Bernhardt
Inglourious Basterds,Daniel Brühl
Rush,Daniel Brühl
Forrest Gump,Daniel C. Striepeke
The Pianist,Daniel Caltagirone
Saving Private Ryan,Daniel Cerqueira
Rush,Daniel Chapple
